LoanRange,BusinessName,Address,City,State,Zip,BusinessType,JobsRetained,DateApproved,Lender
"e $150,000-350,000","ROCKY MOUNTAIN TRANSPORTATION, INC",1410 EDGEWOOD DR,WHITEFISH,MT,59937,Corporation,40,04/30/2020,Glacier Bank
"e $150,000-350,000","ROCKY MOUNTAIN VEIN CLINIC, PC",2820 CENTRAL AVE,BILLINGS,MT,59102,Corporation,13,04/04/2020,Glacier Bank
"e $150,000-350,000",ROCKY MTN AIR & LUBRICATION IN,2244 MAIN ST,BILLINGS,MT,59105,Subchapter S Corporation,13,04/13/2020,The Yellowstone Bank
"e $150,000-350,000",ROCKY RESTAURANTS INC,106 E BROADWAY ST,HELENA,MT,59601,Corporation,31,04/27/2020,Glacier Bank
"e $150,000-350,000","ROD CLARKE TRUCKING, LLC",PO BOX 68,VICTOR,MT,59875,Limited  Liability Company(LLC),22,04/03/2020,Farmers State Bank
"e $150,000-350,000",RODDIE INC.,4457 TRUMBLE CREEK RD,COLUMBIA FALLS,MT,59912,Corporation,0,04/07/2020,Glacier Bank
"e $150,000-350,000",RODIRON GRILL LLC,756 10TH AVE SE,SIDNEY,MT,59270,Limited  Liability Company(LLC),53,04/14/2020,Stockman Bank of Montana
"e $150,000-350,000","ROLLING RUBBER, LLC",3200 Comstock Street,MILES CITY,MT,59301,Limited  Liability Company(LLC),24,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",ROMAN CATHOLIC BISHOP OF GREAT FALLS MT,121 23RD ST S,GREAT FALLS,MT,59401,Employee Stock Ownership Plan(ESOP),50,05/03/2020,"U.S. Bank, National Association"
"e $150,000-350,000","ROMAN CATHOLIC BISHOP OF HELENA, MT",515 N. Ewing St.,HELENA,MT,59601,Non-Profit Organization,61,04/11/2020,Opportunity Bank of Montana
"e $150,000-350,000",RONAN MOTORS CORPORATION,62683 US Hwy 93,RONAN,MT,59864,Corporation,18,04/10/2020,First Interstate Bank
"e $150,000-350,000",RONAN POWER PRODUCTS INC,35863 Round Butte Rd,RONAN,MT,59864,Corporation,43,04/11/2020,First Interstate Bank
"e $150,000-350,000","RTI FABRICATION, INC.",89 Kruger Rd,PLAINS,MT,59859,Subchapter S Corporation,30,04/07/2020,Stockman Bank of Montana
"e $150,000-350,000",RUEBS SUPERVALU INC,116 West 1st Ave,PLENTYWOOD,MT,59254,Corporation,41,04/13/2020,"Bank of Bridger, National Association"
"e $150,000-350,000","RUGGED ENERGY SERVICES, INC.",720 S MAIN STREET,KALISPELL,MT,59901,Subchapter S Corporation,11,04/09/2020,TrailWest Bank
"e $150,000-350,000","RUSS'S BODY & PAINT, INC.",1105 North Russell,MISSOULA,MT,59808,Corporation,14,04/04/2020,Glacier Bank
"e $150,000-350,000",RUSSELL COUNTRY INVESTORS LLC,2520 14TH ST SW,GREAT FALLS,MT,59404,Limited  Liability Company(LLC),38,04/06/2020,Stockman Bank of Montana
"e $150,000-350,000",RUSSELL MOTORSPORTS LLC,5106 E HARRIER DR,MISSOULA,MT,59808,Limited  Liability Company(LLC),25,04/07/2020,Opportunity Bank of Montana
"e $150,000-350,000",RUTHERFORD MACDONALD OLSON PC,619 SW Higgins Suite R,MISSOULA,MT,59803,Corporation,10,04/09/2020,First Interstate Bank
"e $150,000-350,000",RV STORE INC.,8466 Huffine Lane,BOZEMAN,MT,59718,Subchapter S Corporation,23,04/08/2020,The Yellowstone Bank
"e $150,000-350,000","S & P BRAKE SUPPLY, INC.",1210 LOCKWOOD RD,BILLINGS,MT,59101,Subchapter S Corporation,28,04/10/2020,The Yellowstone Bank
"e $150,000-350,000",S & S MACHINE INC,542 MOORE LN,BILLINGS,MT,59101,Corporation,15,04/03/2020,The Yellowstone Bank
"e $150,000-350,000",S BAR S SUPPLY CO.,2032 Old Hardin Road,BILLINGS,MT,59101,Subchapter S Corporation,39,04/12/2020,First Interstate Bank
"e $150,000-350,000",S G LONG FINANCIAL SERVICES CORP,"283 W Front Street, Suite 302",MISSOULA,MT,59802,Corporation,12,04/11/2020,First Interstate Bank
"e $150,000-350,000",S&H ALUMINUM PRODUCTS INC,901 6TH ST S,GREAT FALLS,MT,59405,Subchapter S Corporation,50,04/15/2020,"U.S. Bank, National Association"
"e $150,000-350,000","S.N.G., INC.",4410 State Ave,BILLINGS,MT,59101,Corporation,32,04/10/2020,First Interstate Bank
"e $150,000-350,000","S/L SERVICES, INC.",2265 S CENTRAL AVE,SIDNEY,MT,59270,Corporation,24,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000","SACAJAWEA HOTEL, LLC",5 N. Main St,THREE FORKS,MT,59752,Limited  Liability Company(LLC),36,04/03/2020,Glacier Bank
"e $150,000-350,000",SAFETECH INC,5739 INTERSTATE AVE,BILLINGS,MT,59101,Subchapter S Corporation,14,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",SANCTUARY LLC,1504 24th St W,BILLINGS,MT,59102,Corporation,28,04/04/2020,Stockman Bank of Montana
"e $150,000-350,000","SANDOVAL MASONRY, INC.",75 Holland Lane,BOZEMAN,MT,59718,Subchapter S Corporation,57,04/29/2020,First Interstate Bank
"e $150,000-350,000","SAPPHIRE COMMUNITY HEALTH, INC",316 N 3rd St,HAMILTON,MT,59840,Corporation,27,04/13/2020,First Interstate Bank
"e $150,000-350,000","SAPPHIRE DENTAL GROUP, P.C.",2901 BROOKS ST,MISSOULA,MT,59801,Subchapter S Corporation,11,04/04/2020,TrailWest Bank
"e $150,000-350,000","SAPPHIRE LUTHERAN HOMES, INC.",501 N 10TH ST,HAMILTON,MT,59840,Corporation,59,04/03/2020,Glacier Bank
"e $150,000-350,000",SARPY TRANSPORTATION INC,2809 City Center Cir,BILLINGS,MT,59101,Corporation,23,04/13/2020,First Interstate Bank
"e $150,000-350,000",SAX INC,1547 Main St,BILLINGS,MT,59105,Subchapter S Corporation,45,04/15/2020,Stockman Bank of Montana
"e $150,000-350,000",SCARLET INC.,"6280 Jackrabbit Lane, Belgrade",BELGRADE,MT,59714,Corporation,32,04/06/2020,Glacier Bank
"e $150,000-350,000","SCENTRY BIOLOGICALS, INC.",610 Central Avwe,BILLINGS,MT,59102,Corporation,12,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",SCHMECHEL HELENA LLC,19 S Last Chance Gulch St,HELENA,MT,59601,Subchapter S Corporation,45,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",SCHNEE'S INC.,37 E MAIN ST,BOZEMAN,MT,59715,Corporation,43,04/03/2020,American Bank
"e $150,000-350,000","SCHROCK COMMERCIAL ROOFING, INC",1353 US HIGHWAY 93 N,VICTOR,MT,59875,Subchapter S Corporation,25,04/07/2020,TrailWest Bank
"e $150,000-350,000","SCHROCK CONSTRUCTION, INC.",1353 US HIGHWAY 93 N,VICTOR,MT,59875,Subchapter S Corporation,21,04/07/2020,TrailWest Bank
"e $150,000-350,000",SCOTTY'S BAR & STEAKHOUSE LLC,2205 US HIGHWAY 93,KALISPELL,MT,59901,Limited  Liability Company(LLC),42,04/15/2020,Glacier Bank
"e $150,000-350,000",SCS UNLIMITED INC,90 Graves Trail,BOZEMAN,MT,59718,Corporation,22,04/06/2020,Manhattan Bank
"e $150,000-350,000",SDEOG INC,5465 HWY 93 S,WHITEFISH,MT,59937,Corporation,20,04/05/2020,Stearns Bank National Association
"e $150,000-350,000","SEARCHAMERICA, INC.",287 FAIRGROUNDS RD,HAMILTON,MT,59840,Subchapter S Corporation,28,04/07/2020,Stockman Bank of Montana
"e $150,000-350,000",SECURITY TITLE COMPANY  OF MONTANA,600 S 19th Ave,BOZEMAN,MT,59771,Subchapter S Corporation,32,04/14/2020,American Bank
"e $150,000-350,000",SEITZ INSURANCE AGENCY,114 2ND AVE SE,SIDNEY,MT,59270,Subchapter S Corporation,15,04/03/2020,The Yellowstone Bank
"e $150,000-350,000",SERVICE MASTER,2400 RIVER DR N,GREAT FALLS,MT,59401,Corporation,55,04/06/2020,Stockman Bank of Montana
"e $150,000-350,000",SEVEN RESTAURANT LLC,113 E Oak Unit IA,BOZEMAN,MT,59715,Limited  Liability Company(LLC),32,04/07/2020,Stockman Bank of Montana
"e $150,000-350,000",SHELLIES COUNTRY CAFE INC,3122 E US HIGHWAY 12 UNIT 2,HELENA,MT,59601,Corporation,43,05/04/2020,Glacier Bank
"e $150,000-350,000","SHERMAN INN, LLC",200 E MAIN ST,WOLF POINT,MT,59201,Limited  Liability Company(LLC),55,04/15/2020,First Community Bank
"e $150,000-350,000",SHOP N GO MARKET INC,140 BITTERROOT PLAZA DR,HAMILTON,MT,59840,Corporation,36,04/27/2020,Farmers State Bank
"e $150,000-350,000",SHOW DOWN SKI AREA,2850 US Hwy 89 S.,NEIHART,MT,59465,Corporation,14,04/11/2020,Stockman Bank of Montana
"e $150,000-350,000",SIDNEY MILLWORK COMPANY,1166 CAMBRIAN LN,SIDNEY,MT,59270,Subchapter S Corporation,24,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",SIDNEY RED E MIX INC,206 10TH AVE SE,SIDNEY,MT,59270,Corporation,12,04/07/2020,Stockman Bank of Montana
"e $150,000-350,000","SIEVERT CONSTRUCTION, INC",573 W HULBERT RD,BOZEMAN,MT,59718,Subchapter S Corporation,39,04/14/2020,Glacier Bank
"e $150,000-350,000",SIGN PRODUCTS INC,1425 MONAD RD,BILLINGS,MT,59101,Corporation,25,04/09/2020,Glacier Bank
"e $150,000-350,000","SILVERMAN LAW OFFICE, PLLC",950 N Montana,HELENA,MT,59601,Corporation,16,04/04/2020,Opportunity Bank of Montana
"e $150,000-350,000",SIR SCOTT'S OASIS STEAK HOUSE & LOUNGE,2204 West Main Stree,MANHATTAN,MT,59741,Sole Proprietorship,36,05/04/2020,First Interstate Bank
"e $150,000-350,000",SIRIUS CONSTRUCTION INC,2500 Murphy Street,MISSOULA,MT,59808,Corporation,30,04/28/2020,First Interstate Bank
"e $150,000-350,000","SJ PERRY COMPANY, INC.",712 South Arizona,BUTTE,MT,59701,Corporation,18,04/04/2020,Glacier Bank
"e $150,000-350,000",SLAINTE MHATH INC,123 North 2nd,LIVINGSTON,MT,59047,Corporation,72,04/06/2020,First Interstate Bank
"e $150,000-350,000","SLEEPING BEAR, INC.",133 N Canyon St,WEST YELLOWSTONE,MT,59758,Corporation,54,04/04/2020,Madison Valley Bank
"e $150,000-350,000","SLIPPERY OTTER PUB, LLC",PO BOX 798,WEST YELLOWSTONE,MT,59758,Limited  Liability Company(LLC),62,04/14/2020,Madison Valley Bank
"e $150,000-350,000",SMART HOME SYSTEMS,112 Laura Louise Ln Suite 1,BOZEMAN,MT,59718,Corporation,16,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",SMITH FUNERAL CHAPELS INC,925 S 27th St.,BILLINGS,MT,59101,Subchapter S Corporation,16,04/03/2020,The Yellowstone Bank
"e $150,000-350,000",SOARING EAGLE,922 Wyoming Ave,BILLINGS,MT,59102,Non-Profit Organization,55,04/13/2020,First Interstate Bank
"e $150,000-350,000",SONJU INDUSTRIAL COATINGS,2902 US Hwy 93 N,KALISPELL,MT,59901,Subchapter S Corporation,20,04/14/2020,First Interstate Bank
"e $150,000-350,000","SOUND HEALTH IMAGING, INC",214 Solomon Mountain Road,CLANCY,MT,59634,Corporation,11,04/08/2020,Madison Valley Bank
"e $150,000-350,000","SOUTHEAST ELECTRIC COOPERATIVE, INC",110 S. Main St,EKALAKA,MT,59324,Cooperative,13,05/15/2020,The Bank of Baker
"e $150,000-350,000",SOUTHEAST PRO-CHEMICAL INC,704 13TH ST E STE C,WHITEFISH,MT,59937,Corporation,45,05/03/2020,"Bank of America, National Association"
"e $150,000-350,000","SOUTHERN COLORADO HEALTH & REHAB, LLC",690 N Meridian Suite 201,KALISPELL,MT,59901,Limited  Liability Company(LLC),6,04/11/2020,First Interstate Bank
"e $150,000-350,000",SOUTHERN CROSS INC.,17 Central Ave,WHITEFISH,MT,59937,Corporation,50,04/14/2020,First Interstate Bank
"e $150,000-350,000","SPACE PROPULSION GROUP, INC",65 E BROADWAY ST #308,BUTTE,MT,59701,Limited  Liability Company(LLC),7,04/29/2020,Glacier Bank
"e $150,000-350,000",SPARKY'S GARAGE II INC.,222 E. Park St.,BUTTE,MT,59701,Corporation,40,04/07/2020,"Bank of Bridger, National Association"
"e $150,000-350,000",SPARKY'S GARAGE INC.,420 E. Poindexter St.,DILLON,MT,59725,Corporation,37,04/07/2020,"Bank of Bridger, National Association"
"e $150,000-350,000","SPARROW ENTERPRISES, INC",3597 Valley Drive,HELENA,MT,59602,Subchapter S Corporation,18,04/10/2020,First Interstate Bank
"e $150,000-350,000",SPECIAL K RANCH,34 Special K Lane,COLUMBUS,MT,59019,Non-Profit Organization,74,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",SPECIAL OLYMPICS MONTANA INC,710 1st Ave North,GREAT FALLS,MT,59401,Non-Profit Organization,20,04/11/2020,First Interstate Bank
"e $150,000-350,000","SPIRE CLIMBING CENTER, LLC",13 ENTERPRISE BLVD,BOZEMAN,MT,59718,Limited  Liability Company(LLC),17,04/04/2020,Glacier Bank
"e $150,000-350,000",SPOFFORD HOTEL COMPANY,2 Broadway Ave N,RED LODGE,MT,59068,Corporation,15,04/04/2020,"Bank of Bridger, National Association"
"e $150,000-350,000",SPORTS CITY CYCLERY,101 57th Street S,GREAT FALLS,MT,59405,Corporation,25,04/10/2020,First Interstate Bank
"e $150,000-350,000",SPRAGUE CONSTRUCTION ROOFING LLC,2120 Main St,BILLINGS,MT,59105,Limited  Liability Company(LLC),20,04/08/2020,Stockman Bank of Montana
"e $150,000-350,000",SQUARE P AND L INC,1045 Grand Ave,BILLINGS,MT,59102,Subchapter S Corporation,80,04/04/2020,Stockman Bank of Montana
"e $150,000-350,000",SRE ENTERPRISES,126 Buckskin Run,WHITEFISH,MT,59937,Subchapter S Corporation,37,04/27/2020,First Choice Bank
"e $150,000-350,000","SRS CRISAFULLI, INC.",1610 Crisafuli Drive PO Box 1051,GLENDIVE,MT,59330,Corporation,2,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000","ST. CLAIR CONSTRUCTION, INC.",498 HILLSIDE RANCH RD,VICTOR,MT,59875,Subchapter S Corporation,8,04/03/2020,Glacier Bank
"e $150,000-350,000",ST. MATTHEW'S PARISH,602 S Main Street,KALISPELL,MT,59901,Non-Profit Organization,44,04/09/2020,Three Rivers Bank of Montana
"e $150,000-350,000",STAGE ONE INC,335 Highway 20,WEST YELLOWSTONE,MT,59758,Corporation,30,04/07/2020,Glacier Bank
"e $150,000-350,000",STAR ELECTRIC OF MONTANA,4126 US HIGHWAY 93 S,KALISPELL,MT,59901,Subchapter S Corporation,25,04/11/2020,First Interstate Bank
"e $150,000-350,000",STEED INDUSTRIES,3736 MCHUGH LN,HELENA,MT,59602,Limited  Liability Company(LLC),23,04/07/2020,Glacier Bank
"e $150,000-350,000",STEVENSON & SONS FUNERAL HOMES,1717 Main Street,MILES CITY,MT,59301,Corporation,13,04/05/2020,Stockman Bank of Montana
"e $150,000-350,000","STOKES MARKET ANACONDA, INC.",1525 WEST PARK AVE,ANACONDA,MT,59711,Corporation,48,04/10/2020,Ireland Bank
"e $150,000-350,000",STREAMLINE MARKINGS INC,2019 Main St,BILLINGS,MT,59105,Subchapter S Corporation,21,04/08/2020,Stockman Bank of Montana
"e $150,000-350,000","STRICKS AG, LLC",114 WASHINGTON AVE EAST,CHESTER,MT,59522,Limited  Liability Company(LLC),31,04/08/2020,"Academy Bank, National Association"
"e $150,000-350,000","SUBS, INC.",1601 Fox Farm Road,GREAT FALLS,MT,59405,Subchapter S Corporation,74,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",SUHR TRANSPORT,#1 Huffman Court,GREAT FALLS,MT,59404,Corporation,20,04/11/2020,First Interstate Bank
"e $150,000-350,000",SUMMERS MCNEA,80 25TH ST W,BILLINGS,MT,59102,Corporation,20,04/10/2020,The Yellowstone Bank
"e $150,000-350,000",SUMMIT MOTOR SPORTS INC,25 Homestake Dr,BOZEMAN,MT,59718,Subchapter S Corporation,10,04/05/2020,Glacier Bank
"e $150,000-350,000",SUMMIT ORAL SURGERY & IMPLANT CENTER INC,625 Henry Chapple St,BILLINGS,MT,59106,Subchapter S Corporation,21,04/09/2020,Stockman Bank of Montana
"e $150,000-350,000","SUMMIT SURGERY CENTER, LLC.",434 CLARK ST,BUTTE,MT,59701,Limited  Liability Company(LLC),13,04/04/2020,"First Montana Bank, Inc."
"e $150,000-350,000",SUN ROCK DEVELOPMENT INC,1101 7th St S,GREAT FALLS,MT,59405,Corporation,38,04/10/2020,First Interstate Bank
"e $150,000-350,000","SUPERIOR SPECIALTY PHARMACY OF MONTANA, LLC",20 FOUR MILE DR STE 3,KALISPELL,MT,59901,Limited  Liability Company(LLC),0,04/15/2020,Glacier Bank
"e $150,000-350,000",SUPPORT & TECHNIQUES FOR EMPOERING PEOPLE,11 N 26th St,BILLINGS,MT,59101,Non-Profit Organization,25,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",SUSSEX CONSTRUCTION INC.,3060 Cabernet Drive Suite 4,HELENA,MT,59601,Corporation,35,04/05/2020,Opportunity Bank of Montana
"e $150,000-350,000","SUSSEX SCHOOL, INC.",1800 S 2ND ST W,MISSOULA,MT,59801,Non-Profit Organization,22,04/03/2020,Glacier Bank
"e $150,000-350,000","SWAN MOUNTAIN OUTFITTERS, LLC",26356 Soup Creek Road,BIGFORK,MT,59911,Limited  Liability Company(LLC),75,04/06/2020,Freedom Bank
"e $150,000-350,000",SWANK BUILDERS,PO Box 568,VALIER,MT,59486,Subchapter S Corporation,14,04/10/2020,Three Rivers Bank of Montana
"e $150,000-350,000",SWEET MEMORIAL NURSING HOME,125 Airport Road,CHINOOK,MT,59523,Non-Profit Organization,61,04/13/2020,Glacier Bank
"e $150,000-350,000","SWEET PEA, INC",9424 Futurity Drive,MISSOULA,MT,59808,Subchapter S Corporation,19,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000","SWEET PEAKS ICE CREAM, INC.",PO Box 4479,WHITEFISH,MT,59937,Subchapter S Corporation,48,04/07/2020,Glacier Bank
"e $150,000-350,000",SYKES PHARMACY,202 2ND AVE,KALISPELL,MT,59901,Subchapter S Corporation,0,04/13/2020,Glacier Bank
"e $150,000-350,000",SYNDER MOTORS INC.,44 BULLTROUT,BOZEMAN,MT,59718,Corporation,13,04/10/2020,Opportunity Bank of Montana
"e $150,000-350,000","T & J ENTERPRISES, INC.",31445 JOCKO RD,ARLEE,MT,59821,Corporation,100,04/03/2020,Glacier Bank
"e $150,000-350,000","T & L PAINTING, INC.",509 COLORADO AVE,GREAT FALLS,MT,59404,Corporation,22,04/13/2020,First Interstate Bank
"e $150,000-350,000","T S M, INC.",1916 Brooks St.,MISSOULA,MT,59801,Corporation,108,04/06/2020,First Interstate Bank
"e $150,000-350,000",T-BEND CONSTRUCTION INC.,PO Box 1415,WHITEFISH,MT,59937,Corporation,23,04/16/2020,First Interstate Bank
"e $150,000-350,000",TACO TREAT OF GREAT FALLS,2517 10th Ave S,GREAT FALLS,MT,59405,Corporation,62,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",TAKE PRIDE INSULATION  LLC,191 Village Center Lane #3,BOZEMAN,MT,59718,Limited  Liability Company(LLC),27,04/15/2020,First Interstate Bank
"e $150,000-350,000","TAMARACK ALEHOUSE AND GRILL, LLC",105 Blacktail Road STE 1,LAKESIDE,MT,59922,Limited  Liability Company(LLC),126,04/06/2020,Independence Bank
"e $150,000-350,000",TARGET LLC,2106 Clements Rd,MISSOULA,MT,59804,Limited  Liability Company(LLC),27,04/08/2020,First Interstate Bank
"e $150,000-350,000","TARLOW STONECIPHER WEAMER & KELLEY, PLLC",1705 W COLLEGE ST,BOZEMAN,MT,59715,Limited  Liability Company(LLC),14,04/04/2020,Glacier Bank
"e $150,000-350,000",TAYLORS TRANSPORTATION LLC,409 14th Street SW,GREAT FALLS,MT,59404,Limited  Liability Company(LLC),15,04/15/2020,"U.S. Bank, National Association"
"e $150,000-350,000",TDS CORP,"110 CENTRAL AVE, UNIT 1",BOZEMAN,MT,59718,Corporation,17,04/05/2020,Glacier Bank
"e $150,000-350,000","TECH ELECTRIC, INC.",1162 Hwy 10 West,LIVINGSTON,MT,59047,Subchapter S Corporation,19,04/14/2020,First Interstate Bank
"e $150,000-350,000","TEL NET SYSTEMS, INC.",547 S 20TH ST W Suite 2,BILLINGS,MT,59102,Subchapter S Corporation,20,04/03/2020,The Yellowstone Bank
"e $150,000-350,000","TEMPEST TECHNOLOGIES, LLC",38 South Last Chance Gulch,HELENA,MT,59601,Limited  Liability Company(LLC),16,04/09/2020,Ascent Bank
"e $150,000-350,000","TERESA MANN MD, PC",2233 W KAGY BLVD,BOZEMAN,MT,59718,Corporation,19,04/05/2020,Glacier Bank
"e $150,000-350,000","TERRELLS OFFICE SOLUTIONS, INC.",215 Haggerty Lane,BOZEMAN,MT,59715,Corporation,14,04/07/2020,First Interstate Bank
"e $150,000-350,000","TERRY HOMES, INC.",7 MERIDIAN CT,KALISPELL,MT,59901,Subchapter S Corporation,13,04/05/2020,Glacier Bank
"e $150,000-350,000",THE ACHESON GROUP LLC,13983 Ridge Loop Road,BIGFORK,MT,59911,Subchapter S Corporation,12,04/14/2020,First Interstate Bank
"e $150,000-350,000",THE BASE CAMP,1730 Grand Ave,BILLINGS,MT,59102,Corporation,27,04/10/2020,First Interstate Bank
"e $150,000-350,000",THE BOZEMAN RIALTO LLC,10 W Main Street,BOZEMAN,MT,59715,Limited  Liability Company(LLC),16,04/10/2020,American Bank
"e $150,000-350,000",THE BRIARWOOD,3429 BRIARWOOD BLVD,BILLINGS,MT,59101,Non-Profit Organization,65,04/03/2020,Glacier Bank
"e $150,000-350,000",THE COMMIT FOUNDATION,3169 SUMMER VIEW LN,BOZEMAN,MT,59715,Non-Profit Organization,14,04/10/2020,Bank of Bozeman
"e $150,000-350,000",THE ETHA HOTEL LLC,PO BOX 1795,BOZEMAN,MT,59771,Limited  Liability Company(LLC),12,04/10/2020,Stockman Bank of Montana
"e $150,000-350,000","THE FOOT CARE CENTER, LLC",3990 AVENUE D,BILLINGS,MT,59102,Limited  Liability Company(LLC),21,04/07/2020,The Yellowstone Bank
"e $150,000-350,000","THE FOSTER GROUP, INC",109 Apple House Lane,MISSOULA,MT,59802,Corporation,48,04/13/2020,First Interstate Bank
"e $150,000-350,000","THE GEM GALLERY, LTD",402 E MAIN ST,BOZEMAN,MT,59715,Limited  Liability Company(LLC),13,04/03/2020,Glacier Bank
"e $150,000-350,000",THE IMPERIAL FOUR HUNDRED LLC,122 W Main Street,BOZEMAN,MT,59715,Limited  Liability Company(LLC),23,04/10/2020,American Bank
"e $150,000-350,000",THE IRONHORSE GROUP INC,"115 Shiloh Rd, Ste 6",BILLINGS,MT,59106,Corporation,24,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",THE KATAHDIN COMPANY,11 Broadway,RED LODGE,MT,59068,Corporation,32,04/04/2020,"Bank of Bridger, National Association"
"e $150,000-350,000",THE LEGACY ASSISTED LIVING LLC,1000 HWY 91 S,DILLON,MT,59725,Limited  Liability Company(LLC),43,04/04/2020,Opportunity Bank of Montana
"e $150,000-350,000","THE LIVERY STABLE & OLD SALOON, INC.",2825 W MAIN ST 5K,BOZEMAN,MT,59718,Corporation,62,04/05/2020,Glacier Bank
"e $150,000-350,000",THE MADISON AGENCY INC,117 N Broadway,BILLINGS,MT,59101,Subchapter S Corporation,15,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",THE MAUREEN &AMP; MIKE MANSFIELD FOUNDATION,32 CAMPUS DR,MISSOULA,MT,59812,NA,11,05/03/2020,"U.S. Bank, National Association"
"e $150,000-350,000",THE MONTANA LAND RELIANCE,324 Fuller Avenue #2,HELENA,MT,59601,Non-Profit Organization,14,04/08/2020,First Interstate Bank
"e $150,000-350,000","THE MONTANA RADIO COMPANY, LLC",2520 AIRPORT RD,HELENA,MT,59601,Limited  Liability Company(LLC),24,04/07/2020,First Interstate Bank
"e $150,000-350,000","THE TAX DOCTORS, INC.","3709 Brooks Street, Suite A",MISSOULA,MT,59801,Limited  Liability Company(LLC),80,04/04/2020,"First Montana Bank, Inc."
"e $150,000-350,000","THE TOGGERY, INC",122 Central Ave,WHITEFISH,MT,59937,Subchapter S Corporation,42,04/10/2020,American Bank
"e $150,000-350,000","THE VIG, LLC",501 HILLTOP RD,BILLINGS,MT,59105,Subchapter S Corporation,55,04/14/2020,Stockman Bank of Montana
"e $150,000-350,000","THE WHOLE COW, LLC",27 EAST MAIN ST,BELGRADE,MT,59714,Limited  Liability Company(LLC),22,04/06/2020,"First Montana Bank, Inc."
"e $150,000-350,000",THERMAX INSULATION LLC,41 South 7th Street West,BILLINGS,MT,59102,Limited  Liability Company(LLC),11,04/13/2020,The Yellowstone Bank
"e $150,000-350,000",THIEL BROS ROOFING INC,1807 S CENTRAL AVE,SIDNEY,MT,59270,Subchapter S Corporation,18,04/07/2020,The Yellowstone Bank
